EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,FG2A,OpponentPoints,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,Corner3FGM,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangePctBlocked,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,Offensive Fouls,3SecondViolations,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,Travels,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,PenaltyFg3Pct,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedArc3,team_id,year,season,team_vs
100412-100835-100915-201499-202644,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Lindsay Whalen, Candice Wiggins, Amber Harris","McWilliams-Franklin, Thorn, Whalen, Wiggins, Harris",100412-100835-100915-201499-202644,MIN,67.0,1,1.0,-3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,85.97014925373134,15.5,18.0,15.5,18.0,1.0,1.0,0.5969,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100915-100944-201499-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Candice Wiggins, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Wiggins, Moore",100412-100915-100944-201499-202632,MIN,2924.0,9,49.0,-12.0,84.0,84.0,168.0,29.0,59.0,97.0,9.0,6.0,2.0,4.0,17.0,5.0,18.0,82.7359781121751,18.392857142857142,16.416666666666668,16.654761904761905,15.416666666666666,0.3493975903614458,0.6385542168674698,0.49005,7.68135593220339,11.0,15.0,15.0,16.0,6.0,10.0,4.0,6.0,5.0,16.0,6.0,14.0,6.0,2.0,6.0,18.0,2.0,5.0,3.0,27.0,6.0,24.0,13.0,85.0,6.0,12.0,2.0,5.0,2.0,20.0,4.0,7.0,5.0,4.0,12.0,28.0,26.0,18.0,10.0,18.0,6.0,7.0,1.0,14.0,6.0,20.0,6.0,7.0,2.0,5.0,46.0,9.0,13.0,9.0,13.0,1.0,23.0,22.0,45.0,1.0,3.0,13.0,5.0,8.0,3.0,2.0,19.0,1.0,1.0,3.0,16.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,65.0,11.0,10.0,3.0,1.0,0.5185185185185185,0.6363636363636364,1.0,0.25,0.4,0.25,0.4576271186440678,0.5,0.5714285714285714,0.43373493975903615,0.5294117647058824,0.3333333333333333,0.4722222222222222,0.5555555555555556,0.42857142857142855,0.2891566265060241,0.041666666666666664,0.11864406779661017,0.1724137931034483,0.125,0.16666666666666666,0.7647058823529411,1.0,0.6842105263157895,0.40625,0.6428571428571429,0.5,0.6666666666666666,0.44,0.46153846153846156,0.2727272727272727,0.5,0.5833333333333334,0.3333333333333333,0.75,0.5,0.8,0.75,0.023809523809523808,0.25,0.5517241379310345,0.6666666666666666,0.4375,0.1927710843373494,0.3125,0.35714285714285715,0.4,0.1686746987951807,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.07228915662650602,0.21686746987951808,0.3333333333333333,0.3333333333333333,1.0,0.5882352941176471,0.6,0.16666666666666666,0.29411764705882354,0.4,1.0,0.5,0.6666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.5162409090909091,0.5196916666666667,0.06818181818181818,0.07936507936507936,0.04,0.23529411764705882,0.1411764705882353,22.129166666666666,0.13095238095238096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-202257-202632-203016,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Monica Wright, Maya Moore, Devereaux Peters","McWilliams-Franklin, Thorn, Wright, Moore, Peters",100412-100835-202257-202632-203016,MIN,202.0,1,3.0,-2.0,8.0,9.0,17.0,2.0,4.0,9.0,2.0,1.0,,,3.0,1.0,3.0,121.18811881188118,12.875,11.0,12.875,10.222222222222221,0.5,0.5,0.45995,9.0,2.0,9.0,,1.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,2.0,,,3.0,7.0,,,,,,,2.0,2.0,,1.0,5.0,2.0,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,1.0,2.0,,2.0,,1.0,3.0,2.0,1.0,,,2.0,,,,3.0,1.0,2.0,,,1.0,1.0,,1.0,,7.0,5.0,2.0,2.0,,0.5,0.5,,,,,0.5,,1.0,0.5,,1.0,0.7,,1.25,,,,,,,1.0,1.0,,,0.5,,0.3333333333333333,,,,,,,,,,1.0,,,0.5,0.5,1.0,,,,,0.5,0.5,0.5,,,,,,,,,,,,,0.5,1.0,,,,,0.4179,0.4,0.4,,,0.7142857142857143,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100915-202257-202632-203016,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Monica Wright, Maya Moore, Devereaux Peters","McWilliams-Franklin, Whalen, Wright, Moore, Peters",100412-100915-202257-202632-203016,MIN,305.0,3,5.0,-8.0,12.0,10.0,22.0,3.0,6.0,17.0,1.0,1.0,,,2.0,1.0,3.0,103.8688524590164,16.333333333333332,10.9,16.25,10.7,0.2727272727272727,0.7272727272727273,0.44478999999999996,10.066666666666666,,9.0,1.0,,,,,,,,,3.0,2.0,,2.0,3.0,,,,,3.0,5.0,,9.0,,,,,,,,,,,,,,6.0,,1.0,1.0,2.0,,,2.0,2.0,1.0,,,,6.0,1.0,,1.0,,,1.0,1.0,2.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,9.0,,,2.0,,,,0.6666666666666666,0.6,,0.5,,,,0.4090909090909091,,,0.4090909090909091,,,0.45454545454545453,,0.3333333333333333,0.6666666666666666,,,1.0,,,,1.0,0.5,0.5,0.125,,,,,1.0,,,,1.0,,,,,,,,,,0.2727272727272727,,,,0.18181818181818182,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,1.0,,,,,,,,26.619999999999997,,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100915-100944-202257-202632-202644,1611661324,"Lindsay Whalen, Rebekkah Brunson, Monica Wright, Maya Moore, Amber Harris","Whalen, Brunson, Wright, Moore, Harris",100915-100944-202257-202632-202644,MIN,278.0,2,5.0,6.0,9.0,9.0,18.0,3.0,7.0,6.0,,,1.0,1.0,1.0,1.0,1.0,93.23741007194243,12.666666666666666,18.22222222222222,11.555555555555555,16.11111111111111,0.3333333333333333,0.5555555555555556,0.5318,10.585714285714285,1.0,,2.0,1.0,,1.0,1.0,1.0,,,1.0,4.0,1.0,,1.0,1.0,,,,2.0,2.0,2.0,2.0,12.0,,2.0,,,,,1.0,1.0,,,2.0,2.0,2.0,6.0,,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,,8.0,,2.0,3.0,2.0,,5.0,2.0,7.0,,,,,,,,1.0,,,,2.0,,1.0,,,1.0,1.0,,1.0,,12.0,2.0,1.0,,,0.5,0.5,1.0,1.0,,1.0,0.2857142857142857,,1.0,0.5555555555555556,,1.0,0.6,,1.0,0.2222222222222222,,0.14285714285714285,,,,,,0.5,0.4,1.0,,0.7142857142857143,0.4,0.5,,0.3333333333333333,,,,1.0,0.5,1.0,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.4444444444444444,0.25,0.3333333333333333,,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,0.5,,,,,,1.0,1.0,,,1.0,0.4364,0.8273,0.1,0.125,,,0.16666666666666666,21.6,0.1111111111111111,,1.0,,,,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100915-201499-202257-202632-202644,1611661324,"Lindsay Whalen, Candice Wiggins, Monica Wright, Maya Moore, Amber Harris","Whalen, Wiggins, Wright, Moore, Harris",100915-201499-202257-202632-202644,MIN,291.0,2,5.0,-10.0,10.0,11.0,21.0,2.0,5.0,11.0,,,2.0,3.0,4.0,,1.0,103.91752577319589,17.6,10.454545454545455,16.9,9.636363636363637,0.2857142857142857,0.5714285714285714,0.4469357142857143,8.08,,1.0,1.0,,,,,,,1.0,,2.0,,,,2.0,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,2.0,2.0,1.0,5.0,1.0,6.0,,,1.0,1.0,,,,4.0,1.0,1.0,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0625,,,0.2857142857142857,,,,,,0.25,1.0,0.6666666666666666,,1.0,0.5,0.8,0.14285714285714285,,,,0.5,,1.0,,1.0,1.0,,,,,,0.14285714285714285,,,,0.2857142857142857,,,,,0.2857142857142857,,,,,,,,,,,,,,,0.3427,,0.125,0.16666666666666666,,,,22.1,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-200671-201499-202257-202644,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Candice Wiggins, Monica Wright, Amber Harris","McWilliams-Franklin, Augustus, Wiggins, Wright, Harris",100412-200671-201499-202257-202644,MIN,418.0,6,7.0,7.0,14.0,14.0,28.0,1.0,8.0,10.0,,,1.0,2.0,3.0,1.0,2.0,96.45933014354067,13.214285714285714,16.642857142857142,13.142857142857142,16.571428571428573,0.1,0.3,0.43785999999999997,13.675,6.0,2.0,2.0,1.0,,,,,1.0,1.0,3.0,6.0,1.0,,,1.0,,,1.0,5.0,1.0,2.0,4.0,17.0,,,,,4.0,4.0,1.0,3.0,1.0,4.0,6.0,6.0,4.0,3.0,,1.0,,,,3.0,1.0,4.0,,1.0,,2.0,9.0,1.0,,2.0,6.0,,8.0,2.0,10.0,,,1.0,1.0,,,1.0,4.0,,1.0,,4.0,,,,2.0,,,,,,13.0,6.0,6.0,,2.0,0.6,0.6,1.0,0.5,,0.5,0.625,,0.3333333333333333,0.65,,0.25,0.7083333333333334,1.0,0.5,0.2,,,,,,0.3333333333333333,,0.8571428571428571,,1.0,1.0,0.8888888888888888,0.25,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.1,1.0,1.0,,0.6,0.5,0.5,0.6666666666666666,0.1,0.1,,,,,,,,,,,,,0.25,,,0.453625,,,,0.23529411764705882,0.35294117647058826,22.25,0.42857142857142855,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-100915-100944-202257,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Lindsay Whalen, Rebekkah Brunson, Monica Wright","McWilliams-Franklin, Thorn, Whalen, Brunson, Wright",100412-100835-100915-100944-202257,MIN,124.0,2,2.0,,3.0,3.0,6.0,,2.0,,,,,1.0,1.0,,2.0,69.6774193548387,23.666666666666668,17.666666666666668,23.666666666666668,17.666666666666668,,0.3333333333333333,0.40386666666666665,9.4,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,3.0,,3.0,1.0,4.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,1.0,1.0,0.3333333333333333,,,,1.0,,1.0,1.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-100915-202257-203016,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Lindsay Whalen, Monica Wright, Devereaux Peters","McWilliams-Franklin, Thorn, Whalen, Wright, Peters",100412-100835-100915-202257-203016,MIN,65.0,1,1.0,,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,66.46153846153847,22.0,21.5,22.0,21.5,1.0,1.0,0.6506,1.9,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-200671-202257-202632,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Seimone Augustus, Monica Wright, Maya Moore","McWilliams-Franklin, Thorn, Augustus, Wright, Moore",100412-100835-200671-202257-202632,MIN,47.0,1,1.0,,2.0,2.0,4.0,,1.0,2.0,,,,,,,,122.55319148936171,13.0,10.5,13.0,9.5,,,0.384,16.6,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-100944-201499-202257,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Rebekkah Brunson, Candice Wiggins, Monica Wright","McWilliams-Franklin, Thorn, Brunson, Wiggins, Wright",100412-100835-100944-201499-202257,MIN,249.0,2,4.0,3.0,8.0,10.0,18.0,1.0,6.0,4.0,2.0,1.0,,1.0,2.0,1.0,3.0,104.09638554216866,12.875,14.6,11.875,13.9,0.125,0.375,0.495,10.116666666666667,,,2.0,1.0,,,,,1.0,3.0,,2.0,2.0,,,,,,,2.0,1.0,2.0,,7.0,,1.0,,,,,,,,,,2.0,2.0,3.0,,,,1.0,,1.0,1.0,2.0,,,1.0,,5.0,,2.0,1.0,2.0,,3.0,2.0,5.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,1.0,1.0,7.0,,,,,0.5,0.5,1.0,0.5,,0.5,0.3333333333333333,,,0.4375,,,0.4375,,,0.25,,0.16666666666666666,,0.3333333333333333,,0.5,,1.0,0.5,0.5,,0.75,0.4,,0.5,0.5,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,0.375,0.3333333333333333,0.5,1.0,0.25,,,,0.25,,,,,,,,,,,,,,,,0.3406,,,,,,,22.2,,,1.0,,,,1.0,0.5,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-201499-202257-202632,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Candice Wiggins, Monica Wright, Maya Moore","McWilliams-Franklin, Thorn, Wiggins, Wright, Moore",100412-100835-201499-202257-202632,MIN,207.0,2,3.0,-4.0,6.0,6.0,12.0,3.0,4.0,8.0,1.0,1.0,,2.0,3.0,,1.0,83.47826086956522,18.666666666666668,15.833333333333334,17.333333333333332,14.833333333333334,0.5,0.8333333333333334,0.47119,6.1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,,,,2.0,,,1.0,2.0,,2.0,,4.0,2.0,2.0,,,,4.0,1.0,2.0,1.0,,2.0,4.0,,,,2.0,,,,2.0,,2.0,,2.0,,,4.0,1.0,1.0,,,,,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,,,0.5,,1.0,,0.6666666666666666,,,1.0,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,0.16666666666666666,,,,,0.3333333333333333,,,,1.0,1.0,1.0,,,,0.3333333333333333,1.0,,0.3333333333333333,,0.4326,0.34175,,,,1.0,0.5,30.55,0.16666666666666666,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-200671-201499-202644,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Seimone Augustus, Candice Wiggins, Amber Harris","McWilliams-Franklin, Thorn, Augustus, Wiggins, Harris",100412-100835-200671-201499-202644,MIN,178.0,1,3.0,2.0,6.0,7.0,13.0,2.0,4.0,9.0,1.0,1.0,,,,,,105.16853932584269,15.333333333333334,12.285714285714286,14.5,12.285714285714286,0.3333333333333333,0.6666666666666666,0.5495416666666667,8.425,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,3.0,1.0,2.0,2.0,11.0,1.0,1.0,,,,2.0,2.0,3.0,,2.0,6.0,2.0,4.0,3.0,,1.0,,,,1.0,1.0,2.0,,1.0,,,5.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,2.0,,,,2.0,,1.0,,,,,,,,9.0,6.0,3.0,,,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.5,0.75,1.0,0.6666666666666666,0.75,1.0,0.6666666666666666,0.7857142857142857,1.0,0.75,0.3333333333333333,,,,,,,,1.0,1.0,,,1.0,0.5,,,1.0,,,,1.0,,,,,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,,,,1.0,1.0,,,,,0.3333333333333333,1.0,,,,0.5721,0.41883333333333334,0.14285714285714285,0.2,,0.18181818181818182,0.5454545454545454,21.25,0.5,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
100412-100835-200671-202257-202644,1611661324,"Taj McWilliams-Franklin, Erin Thorn, Seimone Augustus, Monica Wright, Amber Harris","McWilliams-Franklin, Thorn, Augustus, Wright, Harris",100412-100835-200671-202257-202644,MIN,19.0,1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,True
