EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyTurnovers,DefCorner3ReboundPct,Offensive Fouls,Charge Fouls Drawn,StepOutOfBoundsTurnovers,BlockedShortMidRange,Travels,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
100812-101023-101049-201046-203026,1611661330,"Erika de Souza, Sancho Lyttle, Cathrine Kraayeveld, Lindsey Harding, Tiffany Hayes","de Souza, Lyttle, Kraayeveld, Harding, Hayes",100812-101023-101049-201046-203026,ATL,33.0,1,1.0,2.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,87.27272727272727,9.0,24.0,8.0,24.0,0.5,0.5,1.0,1.0,0.5,0.6113,0.4432,1.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,False
100812-101023-201046-201048-201881,1611661330,"Erika de Souza, Sancho Lyttle, Lindsey Harding, Armintie Herrington, Angel McCoughtry","de Souza, Lyttle, Harding, Herrington, McCoughtry",100812-101023-201046-201048-201881,ATL,2949.0,3,49.0,-13.0,91,93.0,3.0,19.0,184,37.0,6.0,22.0,35.0,83.0,88.0,7.0,17.0,18.0,38.0,4.0,20.0,23.0,50.0,5.0,0.42168674698795183,0.4117647058823529,0.40425531914893614,0.3684210526315789,0.43564356435643564,0.42857142857142855,0.425531914893617,0.4107142857142857,0.3684210526315789,0.10869565217391304,89.84740590030519,16.78021978021978,15.290322580645162,15.043956043956044,14.580645161290322,0.39361702127659576,0.23404255319148937,0.2727272727272727,0.3157894736842105,0.5106382978723404,0.47985904255319145,0.5075676470588235,0.20454545454545456,8.293975903614458,5.0,18.0,6.0,11.0,1.0,2.0,11.0,24.0,1.0,2.0,10.0,2.0,1.0,2.0,2.0,11.0,12.0,101.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,8.0,32.0,3.0,3.0,10.0,2.0,9.0,1.0,16.0,1.0,17.0,1.0,6.0,1.0,9.0,35.0,3.0,9.0,16.0,2.0,27.0,14.0,11.0,3.0,9.0,2.0,5.0,6.0,1.0,4.0,15.0,1.0,13.0,24.0,1.0,2.0,22.0,1.0,2.0,1.0,15.0,1.0,5.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,70.0,8.0,5.0,1.0,3.0,0.45714285714285713,0.48484848484848486,0.5,0.18181818181818182,0.5,0.18181818181818182,0.5,0.625,0.6666666666666666,0.11702127659574468,0.09090909090909091,0.10843373493975904,0.13513513513513514,0.13636363636363635,0.041666666666666664,0.1,0.6,0.6666666666666666,0.5714285714285714,0.75,0.3333333333333333,0.625,0.4375,0.5,0.25,1.0,0.5384615384615384,0.4444444444444444,0.8333333333333334,0.75,0.6,0.4864864864864865,0.5625,0.3333333333333333,0.16666666666666666,0.2553191489361702,0.4583333333333333,0.4782608695652174,0.8181818181818182,0.010638297872340425,0.10638297872340426,0.2,0.2222222222222222,0.5,0.5789473684210527,0.5454545454545454,0.16666666666666666,0.10526315789473684,0.5,0.5,0.5,0.5,0.2,0.5180375,0.05102040816326531,0.05747126436781609,0.09090909090909091,22.11818181818182,0.054945054945054944,,,,,,,,,,,,,1611661330,2012,2012,False
100812-101023-201046-201048-203026,1611661330,"Erika de Souza, Sancho Lyttle, Lindsey Harding, Armintie Herrington, Tiffany Hayes","de Souza, Lyttle, Harding, Herrington, Hayes",100812-101023-201046-201048-203026,ATL,492.0,2,8.0,1.0,16,15.0,4.0,5.0,31,5.0,2.0,7.0,5.0,17.0,13.0,,4.0,,4.0,,5.0,5.0,9.0,1.0,0.29411764705882354,,0.29411764705882354,,0.34210526315789475,,0.4166666666666667,0.4166666666666667,0.5,0.1,90.73170731707317,16.5625,15.133333333333333,13.1875,14.666666666666666,0.29411764705882354,0.4117647058823529,0.2857142857142857,0.2857142857142857,0.29411764705882354,0.44738823529411764,0.397625,,8.764705882352942,5.0,1.0,,,1.0,2.0,2.0,5.0,,,,,,,,,3.0,12.0,,,2.0,5.0,,,,4.0,6.0,,,,,2.0,,3.0,,3.0,,1.0,1.0,1.0,6.0,,1.0,3.0,,4.0,3.0,3.0,,2.0,,,,,2.0,2.0,1.0,2.0,3.0,,,4.0,1.0,,,4.0,,2.0,,1.0,,,1.0,1.0,1.0,13.0,4.0,5.0,,,0.6,0.6,,,,,0.4,0.4,0.4,,,0.11764705882352941,0.4,,,,1.0,,0.75,0.5,,0.6666666666666666,0.2,0.6666666666666666,,,1.0,,,0.5,1.0,0.2,0.3333333333333333,1.0,0.5,0.29411764705882354,0.4,0.4,0.5,,,,,,,,,,0.4,0.5,,,,0.45986000000000005,0.10526315789473684,0.10526315789473684,0.3076923076923077,,0.3125,1.0,,,,,,,,,,,,1611661330,2012,2012,False
100812-101023-201046-201881-203026,1611661330,"Erika de Souza, Sancho Lyttle, Lindsey Harding, Angel McCoughtry, Tiffany Hayes","de Souza, Lyttle, Harding, McCoughtry, Hayes",100812-101023-201046-201881-203026,ATL,1079.0,3,18.0,4.0,37,36.0,18.0,5.0,73,10.0,5.0,11.0,10.0,25.0,34.0,1.0,5.0,3.0,16.0,,4.0,6.0,18.0,2.0,0.4,0.2,0.3939393939393939,0.2,0.4594594594594595,0.25,0.26666666666666666,0.2857142857142857,0.2857142857142857,0.10526315789473684,97.42354031510658,13.432432432432432,16.166666666666668,11.972972972972974,14.694444444444445,0.30303030303030304,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.49654090909090914,0.4519333333333333,0.08823529411764706,7.86,13.0,3.0,,2.0,2.0,3.0,2.0,4.0,,2.0,8.0,,1.0,4.0,2.0,8.0,8.0,30.0,,1.0,4.0,7.0,1.0,4.0,4.0,15.0,4.0,3.0,3.0,8.0,2.0,2.0,,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,2.0,4.0,6.0,2.0,12.0,8.0,7.0,1.0,3.0,1.0,2.0,2.0,,1.0,5.0,,6.0,12.0,1.0,1.0,9.0,1.0,,,9.0,1.0,3.0,2.0,,,,,,,31.0,15.0,13.0,3.0,2.0,0.2,0.2,0.5,0.25,0.25,0.25,0.5714285714285714,0.5,0.5769230769230769,0.24242424242424243,,0.08,0.2,,,,0.6,0.5,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.625,0.16666666666666666,0.5,0.3333333333333333,,0.6,0.5,1.0,0.5,,0.3,0.375,0.3333333333333333,,0.12121212121212122,0.5,0.5,0.5,,0.24242424242424243,0.25,0.25,0.5,0.4,,,,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.25,0.25,0.5345727272727273,0.08571428571428572,0.1111111111111111,0.4411764705882353,22.375,0.35135135135135137,2.0,0.6666666666666666,,,,,,,,,,,1611661330,2012,2012,False
100812-101023-201484-201881-203026,1611661330,"Erika de Souza, Sancho Lyttle, Ketia Swanier, Angel McCoughtry, Tiffany Hayes","de Souza, Lyttle, Swanier, McCoughtry, Hayes",100812-101023-201484-201881-203026,ATL,145.0,1,2.0,-3.0,3,4.0,1.0,1.0,7,1.0,,,2.0,3.0,4.0,1.0,1.0,2.0,,,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,69.51724137931035,18.666666666666668,22.25,15.666666666666666,22.25,0.3333333333333333,,,,0.3333333333333333,0.3869,0.288,0.5,11.700000000000001,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,7.0,,,1.0,1.0,,,,2.0,4.0,,,,,,,2.0,,2.0,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,0.288,,,0.5,,0.3333333333333333,,,,,,,,,,,,,1611661330,2012,2012,False
